,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
246,10,27,41,Duncan et al (pyzx),59,23,15,0.01277470588684082,15,4
247,10,27,41,Maslov et al,47,144,1848,0.13282227516174316,206,166
248,11,27,41,ours,18,20,14,0.10986638069152832,14,6
249,11,27,41,ours_random,67,66,111,0.1217350959777832,96,65
250,11,27,41,ours_temp,26,25,45,2.3608036041259766,36,29
251,11,27,41,qiskit transpile,14,12,15,0.0032105445861816406,7,5
252,11,27,41,Bravyi et al. (qiskit),10,12,18,0.0036902427673339844,11,7
253,11,27,41,Ewout van den Berg (stim),10,12,21,0.0049457550048828125,13,10
254,11,27,41,Duncan et al (pyzx),77,19,22,0.016634702682495117,31,9
255,11,27,41,Maslov et al,46,168,1826,0.19762682914733887,209,169
256,12,27,41,ours,41,48,21,0.10478067398071289,27,12
257,12,27,41,ours_random,64,47,67,0.11162710189819336,67,49
258,12,27,41,ours_temp,46,57,52,2.2160587310791016,56,36
259,12,27,41,qiskit transpile,15,14,12,0.0031609535217285156,5,3
260,12,27,41,Bravyi et al. (qiskit),23,17,16,0.004133939743041992,10,6
261,12,27,41,Ewout van den Berg (stim),23,17,16,0.0049898624420166016,10,6
262,12,27,41,Duncan et al (pyzx),59,14,17,0.012227058410644531,21,9
263,12,27,41,Maslov et al,47,153,1834,0.12609481811523438,215,175
264,13,27,41,ours,16,30,13,0.10305047035217285,15,4
265,13,27,41,ours_random,43,52,93,0.11266756057739258,90,63
266,13,27,41,ours_temp,17,35,13,2.1131093502044678,15,4
267,13,27,41,qiskit transpile,9,18,14,0.003316164016723633,6,4
268,13,27,41,Bravyi et al. (qiskit),18,22,17,0.0042171478271484375,15,7
269,13,27,41,Ewout van den Berg (stim),19,25,16,0.005079746246337891,15,7
270,13,27,41,Duncan et al (pyzx),67,13,19,0.014354467391967773,17,5
271,13,27,41,Maslov et al,52,51,1873,0.12986397743225098,194,172
272,14,27,41,ours,20,18,29,0.11060738563537598,22,16
273,14,27,41,ours_random,61,47,114,0.12647533416748047,100,78
274,14,27,41,ours_temp,35,50,70,2.375793218612671,63,48
275,14,27,41,qiskit transpile,10,15,16,0.003641843795776367,6,4
276,14,27,41,Bravyi et al. (qiskit),18,13,21,0.003928422927856445,12,8
277,14,27,41,Ewout van den Berg (stim),18,13,21,0.004933834075927734,12,8
278,14,27,41,Duncan et al (pyzx),63,19,17,0.014100790023803711,24,7
279,14,27,41,Maslov et al,48,153,1819,0.12973976135253906,209,163
280,15,27,41,ours,12,15,16,0.104339599609375,14,6
281,15,27,41,ours_random,63,53,130,0.12475466728210449,124,95
282,15,27,41,ours_temp,16,15,23,2.373095989227295,22,10
283,15,27,41,qiskit transpile,18,7,16,0.0033659934997558594,6,4
284,15,27,41,Bravyi et al. (qiskit),20,18,22,0.004582643508911133,16,8
285,15,27,41,Ewout van den Berg (stim),22,18,22,0.005561113357543945,16,9
286,15,27,41,Duncan et al (pyzx),73,18,23,0.016448497772216797,23,7
287,15,27,41,Maslov et al,44,112,1828,0.20905756950378418,203,166
288,16,27,41,ours,16,23,32,0.12305808067321777,30,21
289,16,27,41,ours_random,38,41,98,0.1278977394104004,89,70
290,16,27,41,ours_temp,8,15,14,2.257880687713623,6,4
291,16,27,41,qiskit transpile,12,13,14,0.0038595199584960938,6,4
292,16,27,41,Bravyi et al. (qiskit),8,15,16,0.004200458526611328,7,5
293,16,27,41,Ewout van den Berg (stim),8,15,16,0.0052394866943359375,7,5
294,16,27,41,Duncan et al (pyzx),68,13,18,0.015729427337646484,19,5
295,16,27,41,Maslov et al,48,207,1869,0.14711403846740723,233,177
296,17,27,41,ours,38,37,32,0.11218690872192383,38,20
297,17,27,41,ours_random,68,72,124,0.1278364658355713,108,80
298,17,27,41,ours_temp,46,59,51,2.329763174057007,45,32
299,17,27,41,qiskit transpile,12,16,13,0.003387451171875,8,4
300,17,27,41,Bravyi et al. (qiskit),20,22,16,0.004393815994262695,13,5
301,17,27,41,Ewout van den Berg (stim),20,22,16,0.005334138870239258,13,5
302,17,27,41,Duncan et al (pyzx),65,25,15,0.014874696731567383,19,4
303,17,27,41,Maslov et al,44,192,1958,0.14225506782531738,229,178
304,18,27,41,ours,19,26,13,0.10817074775695801,10,5
305,18,27,41,ours_random,40,40,49,0.11278772354125977,54,31
306,18,27,41,ours_temp,23,28,42,2.221778392791748,34,29
307,18,27,41,qiskit transpile,14,15,12,0.003429889678955078,5,3
308,18,27,41,Bravyi et al. (qiskit),14,18,18,0.004513978958129883,12,8
309,18,27,41,Ewout van den Berg (stim),16,18,18,0.005410194396972656,12,8
310,18,27,41,Duncan et al (pyzx),56,15,12,0.012680292129516602,11,3
311,18,27,41,Maslov et al,46,223,1898,0.24657225608825684,229,180
312,19,27,41,ours,18,14,23,0.10589408874511719,14,10
313,19,27,41,ours_random,46,41,71,0.11421632766723633,64,44
314,19,27,41,ours_temp,36,24,60,2.300870895385742,53,39
315,19,27,41,qiskit transpile,14,11,16,0.0032498836517333984,5,4
316,19,27,41,Bravyi et al. (qiskit),26,18,25,0.004415035247802734,21,13
317,19,27,41,Ewout van den Berg (stim),26,19,27,0.005709409713745117,20,12
318,19,27,41,Duncan et al (pyzx),70,21,17,0.014810562133789062,17,4
319,19,27,41,Maslov et al,48,115,1881,0.13124394416809082,228,181
320,0,27,81,ours,60,54,39,0.16688227653503418,40,23
321,0,27,81,ours_random,88,74,114,0.12299251556396484,115,82
322,0,27,81,ours_temp,70,67,66,2.3073482513427734,73,43
323,0,27,81,qiskit transpile,35,25,21,0.003884553909301758,11,7
324,0,27,81,Bravyi et al. (qiskit),39,32,32,0.004915952682495117,30,19
325,0,27,81,Ewout van den Berg (stim),37,30,33,0.00662994384765625,26,14
326,0,27,81,Duncan et al (pyzx),99,29,28,0.01962733268737793,24,10
327,0,27,81,Maslov et al,40,262,1902,0.13990521430969238,224,173
328,1,27,81,ours,101,86,123,0.13593482971191406,115,83
329,1,27,81,ours_random,168,119,304,0.1641092300415039,252,204
330,1,27,81,ours_temp,83,70,124,2.767904758453369,108,77
331,1,27,81,qiskit transpile,23,21,37,0.0039615631103515625,13,9
