,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
253,11,5,5,Ewout van den Berg (stim),3,2,0,0.0034449100494384766,2,0.0
254,11,5,5,Duncan et al (pyzx),3,2,0,0.005441904067993164,2,0.0
255,11,5,5,Maslov et al,7,2,78,0.012967109680175781,71,66.0
256,12,5,5,ours,2,1,2,0.0021932125091552734,3,2.0
257,12,5,5,ours_random,2,1,3,0.0023148059844970703,4,3.0
258,12,5,5,ours_temp,4,2,3,0.0513157844543457,6,3.0
259,12,5,5,qiskit transpile,2,1,2,0.0038251876831054688,2,
260,12,5,5,Bravyi et al. (qiskit),4,2,3,0.003926992416381836,6,3.0
261,12,5,5,Ewout van den Berg (stim),4,2,3,0.003999471664428711,6,3.0
262,12,5,5,Duncan et al (pyzx),12,1,2,0.0071735382080078125,8,2.0
263,12,5,5,Maslov et al,8,9,78,0.01322031021118164,75,67.0
264,13,5,5,ours,4,5,2,0.0021581649780273438,8,2.0
265,13,5,5,ours_random,4,5,2,0.001981973648071289,8,2.0
266,13,5,5,ours_temp,4,5,2,0.04665350914001465,8,2.0
267,13,5,5,qiskit transpile,1,2,2,0.0035419464111328125,3,
268,13,5,5,Bravyi et al. (qiskit),1,2,4,0.0037915706634521484,5,4.0
269,13,5,5,Ewout van den Berg (stim),1,2,4,0.0035822391510009766,5,4.0
270,13,5,5,Duncan et al (pyzx),9,2,2,0.006521701812744141,8,2.0
271,13,5,5,Maslov et al,9,2,76,0.013110876083374023,68,64.0
272,14,5,5,ours,3,2,2,0.002138376235961914,5,2.0
273,14,5,5,ours_random,3,2,2,0.002404928207397461,5,2.0
274,14,5,5,ours_temp,3,2,2,0.04395866394042969,5,2.0
275,14,5,5,qiskit transpile,1,2,2,0.003795623779296875,3,
276,14,5,5,Bravyi et al. (qiskit),3,2,2,0.004545450210571289,5,2.0
277,14,5,5,Ewout van den Berg (stim),5,2,2,0.004243373870849609,5,2.0
278,14,5,5,Duncan et al (pyzx),9,2,2,0.00675201416015625,8,2.0
279,14,5,5,Maslov et al,11,2,87,0.013370275497436523,77,72.0
280,15,5,5,ours,2,0,1,0.0018727779388427734,2,1.0
281,15,5,5,ours_random,2,0,1,0.0020537376403808594,2,1.0
282,15,5,5,ours_temp,2,0,1,0.04073786735534668,2,1.0
283,15,5,5,qiskit transpile,4,0,1,0.0033571720123291016,3,
284,15,5,5,Bravyi et al. (qiskit),2,0,1,0.003235340118408203,2,1.0
285,15,5,5,Ewout van den Berg (stim),2,0,1,0.003353595733642578,2,1.0
286,15,5,5,Duncan et al (pyzx),4,0,1,0.005457878112792969,3,1.0
287,15,5,5,Maslov et al,8,7,78,0.012965202331542969,73,66.0
288,16,5,5,ours,0,1,9,0.0030679702758789062,9,9.0
289,16,5,5,ours_random,0,1,15,0.0036716461181640625,13,13.0
290,16,5,5,ours_temp,0,1,6,0.0698099136352539,5,5.0
291,16,5,5,qiskit transpile,0,1,7,0.004700422286987305,6,
292,16,5,5,Bravyi et al. (qiskit),0,1,8,0.004384756088256836,8,7.0
293,16,5,5,Ewout van den Berg (stim),0,1,6,0.004611015319824219,6,5.0
294,16,5,5,Duncan et al (pyzx),16,1,7,0.008399009704589844,11,6.0
295,16,5,5,Maslov et al,10,1,85,0.01694464683532715,77,73.0
296,17,5,5,ours,0,3,6,0.003912925720214844,7,6.0
297,17,5,5,ours_random,0,3,6,0.004288196563720703,6,6.0
298,17,5,5,ours_temp,0,3,6,0.059977054595947266,7,6.0
299,17,5,5,qiskit transpile,0,3,2,0.004061460494995117,3,
300,17,5,5,Bravyi et al. (qiskit),0,3,2,0.003562450408935547,3,1.0
301,17,5,5,Ewout van den Berg (stim),0,3,2,0.004042863845825195,3,1.0
302,17,5,5,Duncan et al (pyzx),8,3,2,0.006952524185180664,5,1.0
303,17,5,5,Maslov et al,10,3,83,0.013604402542114258,73,70.0
304,18,5,5,ours,5,8,0,0.0018100738525390625,10,0.0
305,18,5,5,ours_random,5,8,0,0.0017201900482177734,10,0.0
306,18,5,5,ours_temp,5,8,0,0.03794503211975098,10,0.0
307,18,5,5,qiskit transpile,3,2,0,0.003592252731323242,2,
308,18,5,5,Bravyi et al. (qiskit),3,2,0,0.003567218780517578,2,0.0
