,method,n_qubits,gadgets,topo,naive_cx,naive_depth,circ_cx,circ_depth
3436,tket_uccs_pair,6,50,cycle,284,345,344,391
3437,pauliopt_steiner_nc,6,50,cycle,284,345,272,307
3438,pauliopt_ucc,6,50,cycle,284,345,361,429
3439,pauliopt_divide_conquer,6,50,cycle,284,345,279,411
3440,tket_uccs_set,6,50,cycle,312,374,396,431
3441,tket_uccs_pair,6,50,cycle,312,374,339,434
3442,pauliopt_steiner_nc,6,50,cycle,312,374,308,377
3443,pauliopt_ucc,6,50,cycle,312,374,384,389
3444,pauliopt_divide_conquer,6,50,cycle,312,374,327,504
3445,tket_uccs_set,6,50,cycle,232,279,357,384
3446,tket_uccs_pair,6,50,cycle,232,279,277,397
3447,pauliopt_steiner_nc,6,50,cycle,232,279,246,293
3448,pauliopt_ucc,6,50,cycle,232,279,296,336
3449,pauliopt_divide_conquer,6,50,cycle,232,279,276,344
3450,tket_uccs_set,6,50,cycle,308,353,427,422
3451,tket_uccs_pair,6,50,cycle,308,353,342,430
3452,pauliopt_steiner_nc,6,50,cycle,308,353,290,363
3453,pauliopt_ucc,6,50,cycle,308,353,358,385
3454,pauliopt_divide_conquer,6,50,cycle,308,353,285,457
3455,tket_uccs_set,6,50,cycle,222,268,313,330
3456,tket_uccs_pair,6,50,cycle,222,268,301,350
3457,pauliopt_steiner_nc,6,50,cycle,222,268,216,289
3458,pauliopt_ucc,6,50,cycle,222,268,312,350
3459,pauliopt_divide_conquer,6,50,cycle,222,268,279,391
3460,tket_uccs_set,6,50,cycle,270,317,366,400
3461,tket_uccs_pair,6,50,cycle,270,317,264,402
3462,pauliopt_steiner_nc,6,50,cycle,270,317,290,349
3463,pauliopt_ucc,6,50,cycle,270,317,315,358
3464,pauliopt_divide_conquer,6,50,cycle,270,317,315,407
3465,tket_uccs_set,6,50,cycle,316,366,512,563
3466,tket_uccs_pair,6,50,cycle,316,366,373,433
3467,pauliopt_steiner_nc,6,50,cycle,316,366,326,382
3468,pauliopt_ucc,6,50,cycle,316,366,364,422
3469,pauliopt_divide_conquer,6,50,cycle,316,366,319,473
3470,tket_uccs_set,6,50,cycle,312,362,421,479
3471,tket_uccs_pair,6,50,cycle,312,362,342,420
3472,pauliopt_steiner_nc,6,50,cycle,312,362,344,415
3473,pauliopt_ucc,6,50,cycle,312,362,348,393
3474,pauliopt_divide_conquer,6,50,cycle,312,362,329,474
3475,tket_uccs_set,6,50,cycle,336,381,511,496
3476,tket_uccs_pair,6,50,cycle,336,381,387,442
3477,pauliopt_steiner_nc,6,50,cycle,336,381,382,455
3478,pauliopt_ucc,6,50,cycle,336,381,417,460
3479,pauliopt_divide_conquer,6,50,cycle,336,381,365,505
3480,tket_uccs_set,6,50,cycle,280,318,381,411
3481,tket_uccs_pair,6,50,cycle,280,318,335,379
3482,pauliopt_steiner_nc,6,50,cycle,280,318,260,315
3483,pauliopt_ucc,6,50,cycle,280,318,318,372
3484,pauliopt_divide_conquer,6,50,cycle,280,318,251,392
3485,tket_uccs_set,6,50,cycle,264,313,363,405
3486,tket_uccs_pair,6,50,cycle,264,313,289,372
3487,pauliopt_steiner_nc,6,50,cycle,264,313,270,344
3488,pauliopt_ucc,6,50,cycle,264,313,388,427
3489,pauliopt_divide_conquer,6,50,cycle,264,313,368,531
3490,tket_uccs_set,6,50,cycle,264,305,363,412
3491,tket_uccs_pair,6,50,cycle,264,305,301,388
3492,pauliopt_steiner_nc,6,50,cycle,264,305,246,290
3493,pauliopt_ucc,6,50,cycle,264,305,365,386
3494,pauliopt_divide_conquer,6,50,cycle,264,305,321,489
3495,tket_uccs_set,6,50,cycle,292,332,404,368
3496,tket_uccs_pair,6,50,cycle,292,332,331,361
3497,pauliopt_steiner_nc,6,50,cycle,292,332,300,356
3498,pauliopt_ucc,6,50,cycle,292,332,328,368
3499,pauliopt_divide_conquer,6,50,cycle,292,332,327,436
3500,tket_uccs_set,6,50,grid,276,312,291,340
3501,tket_uccs_pair,6,50,grid,276,312,263,343
3502,pauliopt_steiner_nc,6,50,grid,276,312,328,402
3503,pauliopt_ucc,6,50,grid,276,312,287,357
3504,pauliopt_divide_conquer,6,50,grid,276,312,259,428
3505,tket_uccs_set,6,50,grid,242,308,267,306
3506,tket_uccs_pair,6,50,grid,242,308,234,352
3507,pauliopt_steiner_nc,6,50,grid,242,308,228,268
3508,pauliopt_ucc,6,50,grid,242,308,293,339
3509,pauliopt_divide_conquer,6,50,grid,242,308,199,374
3510,tket_uccs_set,6,50,grid,286,334,294,351
3511,tket_uccs_pair,6,50,grid,286,334,273,357
3512,pauliopt_steiner_nc,6,50,grid,286,334,214,292
3513,pauliopt_ucc,6,50,grid,286,334,289,370
3514,pauliopt_divide_conquer,6,50,grid,286,334,305,456
3515,tket_uccs_set,6,50,grid,268,300,346,389
3516,tket_uccs_pair,6,50,grid,268,300,277,365
3517,pauliopt_steiner_nc,6,50,grid,268,300,258,341
3518,pauliopt_ucc,6,50,grid,268,300,344,411
3519,pauliopt_divide_conquer,6,50,grid,268,300,299,462
3520,tket_uccs_set,6,50,grid,268,330,325,374
3521,tket_uccs_pair,6,50,grid,268,330,309,414
3522,pauliopt_steiner_nc,6,50,grid,268,330,236,308
3523,pauliopt_ucc,6,50,grid,268,330,310,374
3524,pauliopt_divide_conquer,6,50,grid,268,330,384,522
3525,tket_uccs_set,6,50,grid,228,264,254,336
3526,tket_uccs_pair,6,50,grid,228,264,230,320
3527,pauliopt_steiner_nc,6,50,grid,228,264,220,276
3528,pauliopt_ucc,6,50,grid,228,264,304,350
3529,pauliopt_divide_conquer,6,50,grid,228,264,256,411
3530,tket_uccs_set,6,50,grid,272,321,279,360
3531,tket_uccs_pair,6,50,grid,272,321,239,364
3532,pauliopt_steiner_nc,6,50,grid,272,321,294,356
3533,pauliopt_ucc,6,50,grid,272,321,321,379
3534,pauliopt_divide_conquer,6,50,grid,272,321,311,484
3535,tket_uccs_set,6,50,grid,222,280,263,333
3536,tket_uccs_pair,6,50,grid,222,280,236,345
3537,pauliopt_steiner_nc,6,50,grid,222,280,242,313
3538,pauliopt_ucc,6,50,grid,222,280,287,337
3539,pauliopt_divide_conquer,6,50,grid,222,280,240,406
3540,tket_uccs_set,6,50,grid,240,289,291,331
3541,tket_uccs_pair,6,50,grid,240,289,232,333
3542,pauliopt_steiner_nc,6,50,grid,240,289,204,276
3543,pauliopt_ucc,6,50,grid,240,289,267,331
3544,pauliopt_divide_conquer,6,50,grid,240,289,248,351
3545,tket_uccs_set,6,50,grid,250,291,386,449
3546,tket_uccs_pair,6,50,grid,250,291,263,351
3547,pauliopt_steiner_nc,6,50,grid,250,291,306,346
3548,pauliopt_ucc,6,50,grid,250,291,297,390
3549,pauliopt_divide_conquer,6,50,grid,250,291,257,391
3550,tket_uccs_set,6,50,grid,238,295,276,354
3551,tket_uccs_pair,6,50,grid,238,295,251,372
3552,pauliopt_steiner_nc,6,50,grid,238,295,286,357
3553,pauliopt_ucc,6,50,grid,238,295,326,404
3554,pauliopt_divide_conquer,6,50,grid,238,295,260,403
3555,tket_uccs_set,6,50,grid,228,289,310,341
3556,tket_uccs_pair,6,50,grid,228,289,260,398
3557,pauliopt_steiner_nc,6,50,grid,228,289,260,334
3558,pauliopt_ucc,6,50,grid,228,289,338,400
3559,pauliopt_divide_conquer,6,50,grid,228,289,258,403
3560,tket_uccs_set,6,50,grid,306,350,381,445
3561,tket_uccs_pair,6,50,grid,306,350,356,427
3562,pauliopt_steiner_nc,6,50,grid,306,350,284,379
3563,pauliopt_ucc,6,50,grid,306,350,311,375
3564,pauliopt_divide_conquer,6,50,grid,306,350,316,478
3565,tket_uccs_set,6,50,grid,266,311,321,372
3566,tket_uccs_pair,6,50,grid,266,311,278,343
3567,pauliopt_steiner_nc,6,50,grid,266,311,290,376
3568,pauliopt_ucc,6,50,grid,266,311,294,360
3569,pauliopt_divide_conquer,6,50,grid,266,311,251,403
3570,tket_uccs_set,6,50,grid,294,346,401,484
3571,tket_uccs_pair,6,50,grid,294,346,324,451
3572,pauliopt_steiner_nc,6,50,grid,294,346,246,341
3573,pauliopt_ucc,6,50,grid,294,346,370,428
3574,pauliopt_divide_conquer,6,50,grid,294,346,308,472
3575,tket_uccs_set,6,50,grid,276,327,301,398
3576,tket_uccs_pair,6,50,grid,276,327,259,367
3577,pauliopt_steiner_nc,6,50,grid,276,327,226,322
3578,pauliopt_ucc,6,50,grid,276,327,306,368
3579,pauliopt_divide_conquer,6,50,grid,276,327,253,420
3580,tket_uccs_set,6,50,grid,260,330,384,420
3581,tket_uccs_pair,6,50,grid,260,330,297,383
3582,pauliopt_steiner_nc,6,50,grid,260,330,284,338
3583,pauliopt_ucc,6,50,grid,260,330,324,405
3584,pauliopt_divide_conquer,6,50,grid,260,330,292,469
3585,tket_uccs_set,6,50,grid,286,332,350,389
3586,tket_uccs_pair,6,50,grid,286,332,287,404
3587,pauliopt_steiner_nc,6,50,grid,286,332,290,346
3588,pauliopt_ucc,6,50,grid,286,332,325,370
3589,pauliopt_divide_conquer,6,50,grid,286,332,353,510
3590,tket_uccs_set,6,50,grid,280,320,386,405
3591,tket_uccs_pair,6,50,grid,280,320,307,423
3592,pauliopt_steiner_nc,6,50,grid,280,320,258,337
3593,pauliopt_ucc,6,50,grid,280,320,318,384
3594,pauliopt_divide_conquer,6,50,grid,280,320,305,482
3595,tket_uccs_set,6,50,grid,246,307,352,422
3596,tket_uccs_pair,6,50,grid,246,307,278,366
3597,pauliopt_steiner_nc,6,50,grid,246,307,222,308
3598,pauliopt_ucc,6,50,grid,246,307,298,370
3599,pauliopt_divide_conquer,6,50,grid,246,307,306,468
3600,tket_uccs_set,8,50,complete,334,426,303,389
3601,tket_uccs_pair,8,50,complete,334,426,278,405
3602,pauliopt_steiner_nc,8,50,complete,334,426,270,382
3603,pauliopt_ucc,8,50,complete,334,426,240,300
3604,pauliopt_divide_conquer,8,50,complete,334,426,345,485
3605,tket_uccs_set,8,50,complete,332,402,285,362
3606,tket_uccs_pair,8,50,complete,332,402,298,428
3607,pauliopt_steiner_nc,8,50,complete,332,402,262,371
3608,pauliopt_ucc,8,50,complete,332,402,265,344
3609,pauliopt_divide_conquer,8,50,complete,332,402,364,487
3610,tket_uccs_set,8,50,complete,308,392,283,392
3611,tket_uccs_pair,8,50,complete,308,392,266,372
3612,pauliopt_steiner_nc,8,50,complete,308,392,256,338
3613,pauliopt_ucc,8,50,complete,308,392,253,335
3614,pauliopt_divide_conquer,8,50,complete,308,392,328,476
3615,tket_uccs_set,8,50,complete,338,407,284,416
3616,tket_uccs_pair,8,50,complete,338,407,280,413
3617,pauliopt_steiner_nc,8,50,complete,338,407,274,373
3618,pauliopt_ucc,8,50,complete,338,407,282,382
3619,pauliopt_divide_conquer,8,50,complete,338,407,370,510
3620,tket_uccs_set,8,50,complete,304,380,257,355
3621,tket_uccs_pair,8,50,complete,304,380,262,399
3622,pauliopt_steiner_nc,8,50,complete,304,380,272,356
3623,pauliopt_ucc,8,50,complete,304,380,239,328
3624,pauliopt_divide_conquer,8,50,complete,304,380,375,500
3625,tket_uccs_set,8,50,complete,344,425,308,419
3626,tket_uccs_pair,8,50,complete,344,425,278,392
3627,pauliopt_steiner_nc,8,50,complete,344,425,242,355
3628,pauliopt_ucc,8,50,complete,344,425,289,383
3629,pauliopt_divide_conquer,8,50,complete,344,425,369,487
3630,tket_uccs_set,8,50,complete,272,348,249,344
3631,tket_uccs_pair,8,50,complete,272,348,240,347
3632,pauliopt_steiner_nc,8,50,complete,272,348,238,325
3633,pauliopt_ucc,8,50,complete,272,348,230,325
3634,pauliopt_divide_conquer,8,50,complete,272,348,342,491
3635,tket_uccs_set,8,50,complete,290,348,266,393
3636,tket_uccs_pair,8,50,complete,290,348,246,394
3637,pauliopt_steiner_nc,8,50,complete,290,348,234,323
3638,pauliopt_ucc,8,50,complete,290,348,250,318
3639,pauliopt_divide_conquer,8,50,complete,290,348,328,473
3640,tket_uccs_set,8,50,complete,324,386,280,373
3641,tket_uccs_pair,8,50,complete,324,386,266,370
3642,pauliopt_steiner_nc,8,50,complete,324,386,274,366
3643,pauliopt_ucc,8,50,complete,324,386,255,331
3644,pauliopt_divide_conquer,8,50,complete,324,386,393,548
3645,tket_uccs_set,8,50,complete,310,386,293,402
3646,tket_uccs_pair,8,50,complete,310,386,262,381
3647,pauliopt_steiner_nc,8,50,complete,310,386,286,396
3648,pauliopt_ucc,8,50,complete,310,386,255,337
3649,pauliopt_divide_conquer,8,50,complete,310,386,370,546
3650,tket_uccs_set,8,50,complete,308,367,262,347
3651,tket_uccs_pair,8,50,complete,308,367,258,387
3652,pauliopt_steiner_nc,8,50,complete,308,367,252,345
3653,pauliopt_ucc,8,50,complete,308,367,252,334
3654,pauliopt_divide_conquer,8,50,complete,308,367,375,522
3655,tket_uccs_set,8,50,complete,292,358,266,361
3656,tket_uccs_pair,8,50,complete,292,358,244,350
3657,pauliopt_steiner_nc,8,50,complete,292,358,246,326
3658,pauliopt_ucc,8,50,complete,292,358,242,328
3659,pauliopt_divide_conquer,8,50,complete,292,358,354,511
3660,tket_uccs_set,8,50,complete,254,296,211,291
3661,tket_uccs_pair,8,50,complete,254,296,224,341
3662,pauliopt_steiner_nc,8,50,complete,254,296,218,304
3663,pauliopt_ucc,8,50,complete,254,296,219,280
3664,pauliopt_divide_conquer,8,50,complete,254,296,308,444
3665,tket_uccs_set,8,50,complete,280,351,232,325
3666,tket_uccs_pair,8,50,complete,280,351,236,369
3667,pauliopt_steiner_nc,8,50,complete,280,351,248,343
3668,pauliopt_ucc,8,50,complete,280,351,316,381
3669,pauliopt_divide_conquer,8,50,complete,280,351,349,492
3670,tket_uccs_set,8,50,complete,300,349,251,349
3671,tket_uccs_pair,8,50,complete,300,349,240,378
3672,pauliopt_steiner_nc,8,50,complete,300,349,256,341
3673,pauliopt_ucc,8,50,complete,300,349,246,313
3674,pauliopt_divide_conquer,8,50,complete,300,349,358,489
3675,tket_uccs_set,8,50,complete,320,397,311,408
3676,tket_uccs_pair,8,50,complete,320,397,286,425
3677,pauliopt_steiner_nc,8,50,complete,320,397,288,371
3678,pauliopt_ucc,8,50,complete,320,397,281,370
3679,pauliopt_divide_conquer,8,50,complete,320,397,350,458
3680,tket_uccs_set,8,50,complete,240,312,216,285
3681,tket_uccs_pair,8,50,complete,240,312,206,318
3682,pauliopt_steiner_nc,8,50,complete,240,312,220,301
3683,pauliopt_ucc,8,50,complete,240,312,235,294
3684,pauliopt_divide_conquer,8,50,complete,240,312,319,463
3685,tket_uccs_set,8,50,complete,314,394,275,403
3686,tket_uccs_pair,8,50,complete,314,394,262,389
3687,pauliopt_steiner_nc,8,50,complete,314,394,260,358
3688,pauliopt_ucc,8,50,complete,314,394,265,331
3689,pauliopt_divide_conquer,8,50,complete,314,394,398,575
3690,tket_uccs_set,8,50,complete,322,390,272,405
3691,tket_uccs_pair,8,50,complete,322,390,264,385
3692,pauliopt_steiner_nc,8,50,complete,322,390,262,358
3693,pauliopt_ucc,8,50,complete,322,390,225,306
3694,pauliopt_divide_conquer,8,50,complete,322,390,351,478
3695,tket_uccs_set,8,50,complete,340,409,270,378
3696,tket_uccs_pair,8,50,complete,340,409,274,403
3697,pauliopt_steiner_nc,8,50,complete,340,409,276,354
3698,pauliopt_ucc,8,50,complete,340,409,251,323
3699,pauliopt_divide_conquer,8,50,complete,340,409,413,604
3700,tket_uccs_set,8,50,line,584,663,958,667
3701,tket_uccs_pair,8,50,line,584,663,855,609
3702,pauliopt_steiner_nc,8,50,line,584,663,482,473
3703,pauliopt_ucc,8,50,line,584,663,810,644
3704,pauliopt_divide_conquer,8,50,line,584,663,512,671
3705,tket_uccs_set,8,50,line,694,775,1300,834
3706,tket_uccs_pair,8,50,line,694,775,974,709
3707,pauliopt_steiner_nc,8,50,line,694,775,572,646
3708,pauliopt_ucc,8,50,line,694,775,777,609
3709,pauliopt_divide_conquer,8,50,line,694,775,593,716
3710,tket_uccs_set,8,50,line,562,633,969,637
3711,tket_uccs_pair,8,50,line,562,633,838,644
3712,pauliopt_steiner_nc,8,50,line,562,633,466,554
3713,pauliopt_ucc,8,50,line,562,633,732,575
3714,pauliopt_divide_conquer,8,50,line,562,633,515,657
3715,tket_uccs_set,8,50,line,566,636,1035,724
3716,tket_uccs_pair,8,50,line,566,636,891,622
3717,pauliopt_steiner_nc,8,50,line,566,636,508,606
3718,pauliopt_ucc,8,50,line,566,636,789,665
3719,pauliopt_divide_conquer,8,50,line,566,636,531,686
3720,tket_uccs_set,8,50,line,554,615,1188,762
3721,tket_uccs_pair,8,50,line,554,615,741,567
3722,pauliopt_steiner_nc,8,50,line,554,615,464,472
3723,pauliopt_ucc,8,50,line,554,615,666,549
3724,pauliopt_divide_conquer,8,50,line,554,615,519,658
3725,tket_uccs_set,8,50,line,662,726,1215,746
3726,tket_uccs_pair,8,50,line,662,726,762,565
3727,pauliopt_steiner_nc,8,50,line,662,726,522,508
3728,pauliopt_ucc,8,50,line,662,726,811,621
3729,pauliopt_divide_conquer,8,50,line,662,726,545,658
3730,tket_uccs_set,8,50,line,620,689,1179,814
3731,tket_uccs_pair,8,50,line,620,689,964,664
3732,pauliopt_steiner_nc,8,50,line,620,689,474,491
3733,pauliopt_ucc,8,50,line,620,689,761,615
3734,pauliopt_divide_conquer,8,50,line,620,689,541,644
3735,tket_uccs_set,8,50,line,558,640,1008,691
3736,tket_uccs_pair,8,50,line,558,640,747,582
3737,pauliopt_steiner_nc,8,50,line,558,640,482,581
3738,pauliopt_ucc,8,50,line,558,640,728,617
3739,pauliopt_divide_conquer,8,50,line,558,640,532,681
3740,tket_uccs_set,8,50,line,604,684,1184,788
3741,tket_uccs_pair,8,50,line,604,684,855,627
3742,pauliopt_steiner_nc,8,50,line,604,684,510,608
3743,pauliopt_ucc,8,50,line,604,684,689,599
3744,pauliopt_divide_conquer,8,50,line,604,684,531,653
3745,tket_uccs_set,8,50,line,540,599,1017,628
3746,tket_uccs_pair,8,50,line,540,599,798,560
3747,pauliopt_steiner_nc,8,50,line,540,599,426,424
3748,pauliopt_ucc,8,50,line,540,599,766,613
3749,pauliopt_divide_conquer,8,50,line,540,599,445,637
3750,tket_uccs_set,8,50,line,708,782,1202,750
3751,tket_uccs_pair,8,50,line,708,782,935,671
3752,pauliopt_steiner_nc,8,50,line,708,782,586,673
3753,pauliopt_ucc,8,50,line,708,782,741,597
3754,pauliopt_divide_conquer,8,50,line,708,782,547,709
3755,tket_uccs_set,8,50,line,668,746,1214,757
3756,tket_uccs_pair,8,50,line,668,746,992,697
3757,pauliopt_steiner_nc,8,50,line,668,746,518,589
3758,pauliopt_ucc,8,50,line,668,746,769,658
3759,pauliopt_divide_conquer,8,50,line,668,746,550,674
3760,tket_uccs_set,8,50,line,678,767,1347,903
3761,tket_uccs_pair,8,50,line,678,767,1125,837
3762,pauliopt_steiner_nc,8,50,line,678,767,546,525
3763,pauliopt_ucc,8,50,line,678,767,770,624
3764,pauliopt_divide_conquer,8,50,line,678,767,621,733
3765,tket_uccs_set,8,50,line,564,627,1149,752
3766,tket_uccs_pair,8,50,line,564,627,844,590
3767,pauliopt_steiner_nc,8,50,line,564,627,440,551
3768,pauliopt_ucc,8,50,line,564,627,857,692
3769,pauliopt_divide_conquer,8,50,line,564,627,481,639
3770,tket_uccs_set,8,50,line,574,632,1109,655
3771,tket_uccs_pair,8,50,line,574,632,933,618
3772,pauliopt_steiner_nc,8,50,line,574,632,504,515
3773,pauliopt_ucc,8,50,line,574,632,788,681
3774,pauliopt_divide_conquer,8,50,line,574,632,587,694
3775,tket_uccs_set,8,50,line,596,671,1008,706
3776,tket_uccs_pair,8,50,line,596,671,854,649
3777,pauliopt_steiner_nc,8,50,line,596,671,506,601
3778,pauliopt_ucc,8,50,line,596,671,828,683
3779,pauliopt_divide_conquer,8,50,line,596,671,501,624
3780,tket_uccs_set,8,50,line,614,673,1117,704
3781,tket_uccs_pair,8,50,line,614,673,938,669
3782,pauliopt_steiner_nc,8,50,line,614,673,504,500
3783,pauliopt_ucc,8,50,line,614,673,727,616
3784,pauliopt_divide_conquer,8,50,line,614,673,525,644
3785,tket_uccs_set,8,50,line,548,616,1112,681
3786,tket_uccs_pair,8,50,line,548,616,678,517
3787,pauliopt_steiner_nc,8,50,line,548,616,452,527
3788,pauliopt_ucc,8,50,line,548,616,866,717
3789,pauliopt_divide_conquer,8,50,line,548,616,513,622
3790,tket_uccs_set,8,50,line,588,665,1072,651
3791,tket_uccs_pair,8,50,line,588,665,912,618
3792,pauliopt_steiner_nc,8,50,line,588,665,500,597
3793,pauliopt_ucc,8,50,line,588,665,727,597
3794,pauliopt_divide_conquer,8,50,line,588,665,489,592
3795,tket_uccs_set,8,50,line,598,684,992,638
3796,tket_uccs_pair,8,50,line,598,684,782,582
3797,pauliopt_steiner_nc,8,50,line,598,684,516,611
3798,pauliopt_ucc,8,50,line,598,684,721,600
3799,pauliopt_divide_conquer,8,50,line,598,684,478,572
3800,tket_uccs_set,8,50,cycle,548,534,1036,705
3801,tket_uccs_pair,8,50,cycle,548,534,773,591
3802,pauliopt_steiner_nc,8,50,cycle,548,534,558,563
3803,pauliopt_ucc,8,50,cycle,548,534,716,606
3804,pauliopt_divide_conquer,8,50,cycle,548,534,656,727
3805,tket_uccs_set,8,50,cycle,448,434,910,687
3806,tket_uccs_pair,8,50,cycle,448,434,562,524
3807,pauliopt_steiner_nc,8,50,cycle,448,434,438,483
3808,pauliopt_ucc,8,50,cycle,448,434,688,576
3809,pauliopt_divide_conquer,8,50,cycle,448,434,530,664
3810,tket_uccs_set,8,50,cycle,484,517,906,739
3811,tket_uccs_pair,8,50,cycle,484,517,688,587
3812,pauliopt_steiner_nc,8,50,cycle,484,517,484,554
3813,pauliopt_ucc,8,50,cycle,484,517,643,562
3814,pauliopt_divide_conquer,8,50,cycle,484,517,506,607
3815,tket_uccs_set,8,50,cycle,490,501,892,774
3816,tket_uccs_pair,8,50,cycle,490,501,662,593
3817,pauliopt_steiner_nc,8,50,cycle,490,501,552,558
3818,pauliopt_ucc,8,50,cycle,490,501,782,623
3819,pauliopt_divide_conquer,8,50,cycle,490,501,567,667
3820,tket_uccs_set,8,50,cycle,444,413,741,543
3821,tket_uccs_pair,8,50,cycle,444,413,526,482
3822,pauliopt_steiner_nc,8,50,cycle,444,413,504,494
3823,pauliopt_ucc,8,50,cycle,444,413,756,622
3824,pauliopt_divide_conquer,8,50,cycle,444,413,386,474
3825,tket_uccs_set,8,50,cycle,456,437,836,623
3826,tket_uccs_pair,8,50,cycle,456,437,651,509
3827,pauliopt_steiner_nc,8,50,cycle,456,437,452,429
3828,pauliopt_ucc,8,50,cycle,456,437,701,582
3829,pauliopt_divide_conquer,8,50,cycle,456,437,466,576
3830,tket_uccs_set,8,50,cycle,416,417,739,524
3831,tket_uccs_pair,8,50,cycle,416,417,568,474
3832,pauliopt_steiner_nc,8,50,cycle,416,417,482,540
3833,pauliopt_ucc,8,50,cycle,416,417,647,559
3834,pauliopt_divide_conquer,8,50,cycle,416,417,453,575
3835,tket_uccs_set,8,50,cycle,498,505,949,706
3836,tket_uccs_pair,8,50,cycle,498,505,719,620
3837,pauliopt_steiner_nc,8,50,cycle,498,505,524,523
3838,pauliopt_ucc,8,50,cycle,498,505,679,558
3839,pauliopt_divide_conquer,8,50,cycle,498,505,553,678
3840,tket_uccs_set,8,50,cycle,512,527,1010,724
3841,tket_uccs_pair,8,50,cycle,512,527,766,587
3842,pauliopt_steiner_nc,8,50,cycle,512,527,564,601
3843,pauliopt_ucc,8,50,cycle,512,527,768,686
3844,pauliopt_divide_conquer,8,50,cycle,512,527,550,723
3845,tket_uccs_set,8,50,cycle,488,500,927,659
3846,tket_uccs_pair,8,50,cycle,488,500,601,474
3847,pauliopt_steiner_nc,8,50,cycle,488,500,508,506
3848,pauliopt_ucc,8,50,cycle,488,500,704,618
3849,pauliopt_divide_conquer,8,50,cycle,488,500,643,730
3850,tket_uccs_set,8,50,cycle,476,479,769,554
3851,tket_uccs_pair,8,50,cycle,476,479,579,474
3852,pauliopt_steiner_nc,8,50,cycle,476,479,534,552
3853,pauliopt_ucc,8,50,cycle,476,479,686,569
3854,pauliopt_divide_conquer,8,50,cycle,476,479,577,661
3855,tket_uccs_set,8,50,cycle,488,467,1006,698
3856,tket_uccs_pair,8,50,cycle,488,467,710,605
3857,pauliopt_steiner_nc,8,50,cycle,488,467,542,565
3858,pauliopt_ucc,8,50,cycle,488,467,731,593
3859,pauliopt_divide_conquer,8,50,cycle,488,467,506,595
3860,tket_uccs_set,8,50,cycle,416,403,797,638
3861,tket_uccs_pair,8,50,cycle,416,403,547,472
3862,pauliopt_steiner_nc,8,50,cycle,416,403,462,485
3863,pauliopt_ucc,8,50,cycle,416,403,673,540
3864,pauliopt_divide_conquer,8,50,cycle,416,403,407,483
3865,tket_uccs_set,8,50,cycle,462,445,1075,764
3866,tket_uccs_pair,8,50,cycle,462,445,693,532
3867,pauliopt_steiner_nc,8,50,cycle,462,445,598,644
3868,pauliopt_ucc,8,50,cycle,462,445,772,661
3869,pauliopt_divide_conquer,8,50,cycle,462,445,501,623
3870,tket_uccs_set,8,50,cycle,462,461,877,675
3871,tket_uccs_pair,8,50,cycle,462,461,663,572
3872,pauliopt_steiner_nc,8,50,cycle,462,461,502,559
3873,pauliopt_ucc,8,50,cycle,462,461,734,604
3874,pauliopt_divide_conquer,8,50,cycle,462,461,466,587
3875,tket_uccs_set,8,50,cycle,400,394,858,617
3876,tket_uccs_pair,8,50,cycle,400,394,520,480
3877,pauliopt_steiner_nc,8,50,cycle,400,394,460,492
3878,pauliopt_ucc,8,50,cycle,400,394,626,521
3879,pauliopt_divide_conquer,8,50,cycle,400,394,438,509
3880,tket_uccs_set,8,50,cycle,436,437,803,608
3881,tket_uccs_pair,8,50,cycle,436,437,604,524
3882,pauliopt_steiner_nc,8,50,cycle,436,437,516,527
3883,pauliopt_ucc,8,50,cycle,436,437,741,612
3884,pauliopt_divide_conquer,8,50,cycle,436,437,498,562
3885,tket_uccs_set,8,50,cycle,450,459,839,635
3886,tket_uccs_pair,8,50,cycle,450,459,606,516
3887,pauliopt_steiner_nc,8,50,cycle,450,459,594,596
3888,pauliopt_ucc,8,50,cycle,450,459,650,566
3889,pauliopt_divide_conquer,8,50,cycle,450,459,536,640
3890,tket_uccs_set,8,50,cycle,494,505,837,670
3891,tket_uccs_pair,8,50,cycle,494,505,633,544
3892,pauliopt_steiner_nc,8,50,cycle,494,505,590,558
3893,pauliopt_ucc,8,50,cycle,494,505,634,526
3894,pauliopt_divide_conquer,8,50,cycle,494,505,465,540
3895,tket_uccs_set,8,50,cycle,446,478,812,618
3896,tket_uccs_pair,8,50,cycle,446,478,602,479
3897,pauliopt_steiner_nc,8,50,cycle,446,478,418,437
3898,pauliopt_ucc,8,50,cycle,446,478,700,588
3899,pauliopt_divide_conquer,8,50,cycle,446,478,546,628
3900,tket_uccs_set,8,50,grid,376,381,604,539
3901,tket_uccs_pair,8,50,grid,376,381,507,518
3902,pauliopt_steiner_nc,8,50,grid,376,381,402,426
3903,pauliopt_ucc,8,50,grid,376,381,532,486
3904,pauliopt_divide_conquer,8,50,grid,376,381,479,555
3905,tket_uccs_set,8,50,grid,380,361,494,477
3906,tket_uccs_pair,8,50,grid,380,361,465,468
3907,pauliopt_steiner_nc,8,50,grid,380,361,434,477
3908,pauliopt_ucc,8,50,grid,380,361,584,524
3909,pauliopt_divide_conquer,8,50,grid,380,361,439,561
3910,tket_uccs_set,8,50,grid,384,388,620,556
3911,tket_uccs_pair,8,50,grid,384,388,495,503
3912,pauliopt_steiner_nc,8,50,grid,384,388,500,538
3913,pauliopt_ucc,8,50,grid,384,388,575,527
