,n_rep,num_qubits,n_gadgets,method,h,s,cx
490,2,7,121,Bravyi et al. (qiskit),23,33,33
491,2,7,121,Ewout van den Berg (stim),26,19,37
492,3,7,121,ours,26,44,32
493,3,7,121,qiskit transpile,41,46,34
494,3,7,121,Bravyi et al. (qiskit),23,18,36
495,3,7,121,Ewout van den Berg (stim),36,28,41
496,4,7,121,ours,33,36,34
497,4,7,121,qiskit transpile,40,36,41
498,4,7,121,Bravyi et al. (qiskit),20,33,28
499,4,7,121,Ewout van den Berg (stim),35,35,43
500,5,7,121,ours,24,30,30
501,5,7,121,qiskit transpile,33,46,40
502,5,7,121,Bravyi et al. (qiskit),24,30,25
503,5,7,121,Ewout van den Berg (stim),25,25,34
504,6,7,121,ours,28,34,39
505,6,7,121,qiskit transpile,41,42,36
506,6,7,121,Bravyi et al. (qiskit),29,31,34
507,6,7,121,Ewout van den Berg (stim),29,31,34
508,7,7,121,ours,28,33,25
509,7,7,121,qiskit transpile,46,31,38
510,7,7,121,Bravyi et al. (qiskit),23,25,32
511,7,7,121,Ewout van den Berg (stim),33,29,40
512,8,7,121,ours,26,27,26
513,8,7,121,qiskit transpile,37,45,39
514,8,7,121,Bravyi et al. (qiskit),24,22,30
515,8,7,121,Ewout van den Berg (stim),34,41,43
516,9,7,121,ours,26,36,34
517,9,7,121,qiskit transpile,43,40,36
518,9,7,121,Bravyi et al. (qiskit),24,30,36
519,9,7,121,Ewout van den Berg (stim),29,31,41
520,10,7,121,ours,30,35,24
521,10,7,121,qiskit transpile,42,37,40
522,10,7,121,Bravyi et al. (qiskit),25,36,30
523,10,7,121,Ewout van den Berg (stim),35,30,41
524,11,7,121,ours,32,32,28
525,11,7,121,qiskit transpile,40,43,36
526,11,7,121,Bravyi et al. (qiskit),27,28,35
527,11,7,121,Ewout van den Berg (stim),24,27,38
528,12,7,121,ours,28,31,33
529,12,7,121,qiskit transpile,50,44,27
530,12,7,121,Bravyi et al. (qiskit),21,18,16
531,12,7,121,Ewout van den Berg (stim),26,25,31
532,13,7,121,ours,22,32,29
533,13,7,121,qiskit transpile,43,41,33
534,13,7,121,Bravyi et al. (qiskit),20,31,30
535,13,7,121,Ewout van den Berg (stim),24,22,38
536,14,7,121,ours,27,38,35
537,14,7,121,qiskit transpile,37,42,40
538,14,7,121,Bravyi et al. (qiskit),21,28,35
539,14,7,121,Ewout van den Berg (stim),32,33,39
540,15,7,121,ours,26,29,27
541,15,7,121,qiskit transpile,36,36,45
542,15,7,121,Bravyi et al. (qiskit),22,29,27
543,15,7,121,Ewout van den Berg (stim),36,21,46
544,16,7,121,ours,19,21,30
545,16,7,121,qiskit transpile,40,41,34
546,16,7,121,Bravyi et al. (qiskit),29,33,25
547,16,7,121,Ewout van den Berg (stim),32,32,42
548,17,7,121,ours,24,37,29
549,17,7,121,qiskit transpile,48,36,35
550,17,7,121,Bravyi et al. (qiskit),21,30,22
551,17,7,121,Ewout van den Berg (stim),27,34,33
552,18,7,121,ours,28,35,34
553,18,7,121,qiskit transpile,45,35,37
554,18,7,121,Bravyi et al. (qiskit),23,24,29
555,18,7,121,Ewout van den Berg (stim),29,32,41
556,19,7,121,ours,24,33,30
557,19,7,121,qiskit transpile,50,43,26
558,19,7,121,Bravyi et al. (qiskit),23,29,36
559,19,7,121,Ewout van den Berg (stim),36,36,38
560,0,7,141,ours,24,26,28
561,0,7,141,qiskit transpile,44,58,39
562,0,7,141,Bravyi et al. (qiskit),25,27,32
563,0,7,141,Ewout van den Berg (stim),31,25,45
564,1,7,141,ours,26,28,30
565,1,7,141,qiskit transpile,49,45,47
566,1,7,141,Bravyi et al. (qiskit),25,32,33
567,1,7,141,Ewout van den Berg (stim),22,25,39
568,2,7,141,ours,30,29,30
569,2,7,141,qiskit transpile,54,50,35
570,2,7,141,Bravyi et al. (qiskit),26,33,30
571,2,7,141,Ewout van den Berg (stim),24,32,32
572,3,7,141,ours,17,27,36
573,3,7,141,qiskit transpile,56,43,40
574,3,7,141,Bravyi et al. (qiskit),25,35,35
575,3,7,141,Ewout van den Berg (stim),28,34,39
576,4,7,141,ours,17,21,34
577,4,7,141,qiskit transpile,63,37,39
578,4,7,141,Bravyi et al. (qiskit),14,22,28
579,4,7,141,Ewout van den Berg (stim),28,30,39
580,5,7,141,ours,27,34,35
581,5,7,141,qiskit transpile,54,43,44
582,5,7,141,Bravyi et al. (qiskit),26,23,29
583,5,7,141,Ewout van den Berg (stim),19,23,40
584,6,7,141,ours,26,35,34
585,6,7,141,qiskit transpile,51,52,38
586,6,7,141,Bravyi et al. (qiskit),24,25,28
587,6,7,141,Ewout van den Berg (stim),31,33,42
588,7,7,141,ours,31,31,29
589,7,7,141,qiskit transpile,41,53,45
590,7,7,141,Bravyi et al. (qiskit),27,32,30
591,7,7,141,Ewout van den Berg (stim),32,33,33
592,8,7,141,ours,17,27,33
