,n_rep,num_qubits,n_gadgets,method,h,s,cx
1179,14,7,281,Ewout van den Berg (stim),22,22,35
1180,15,7,281,ours,32,32,36
1181,15,7,281,qiskit transpile,97,95,85
1182,15,7,281,Bravyi et al. (qiskit),24,35,31
1183,15,7,281,Ewout van den Berg (stim),28,31,36
1184,16,7,281,ours,20,38,32
1185,16,7,281,qiskit transpile,97,91,91
1186,16,7,281,Bravyi et al. (qiskit),23,24,28
1187,16,7,281,Ewout van den Berg (stim),24,27,38
1188,17,7,281,ours,28,32,32
1189,17,7,281,qiskit transpile,90,91,88
1190,17,7,281,Bravyi et al. (qiskit),17,28,35
1191,17,7,281,Ewout van den Berg (stim),20,27,42
1192,18,7,281,ours,33,38,33
1193,18,7,281,qiskit transpile,104,82,91
1194,18,7,281,Bravyi et al. (qiskit),27,33,32
1195,18,7,281,Ewout van den Berg (stim),29,28,33
1196,19,7,281,ours,31,40,28
1197,19,7,281,qiskit transpile,94,94,91
1198,19,7,281,Bravyi et al. (qiskit),27,27,32
1199,19,7,281,Ewout van den Berg (stim),29,30,41
