,n_rep,num_qubits,n_gadgets,method,h,s,cx
1176,14,16,281,ours,115,86,173
1177,14,16,281,qiskit transpile,93,89,99
1178,14,16,281,Bravyi et al. (qiskit),100,109,156
1179,14,16,281,Ewout van den Berg (stim),112,93,214
1180,15,16,281,ours,102,86,157
1181,15,16,281,qiskit transpile,105,81,95
1182,15,16,281,Bravyi et al. (qiskit),92,92,149
1183,15,16,281,Ewout van den Berg (stim),106,100,177
1184,16,16,281,ours,111,118,167
1185,16,16,281,qiskit transpile,104,84,93
1186,16,16,281,Bravyi et al. (qiskit),91,87,155
1187,16,16,281,Ewout van den Berg (stim),124,105,184
1188,17,16,281,ours,109,97,165
1189,17,16,281,qiskit transpile,105,92,84
1190,17,16,281,Bravyi et al. (qiskit),84,91,140
1191,17,16,281,Ewout van den Berg (stim),95,106,198
1192,18,16,281,ours,106,105,172
1193,18,16,281,qiskit transpile,99,90,92
1194,18,16,281,Bravyi et al. (qiskit),92,104,151
1195,18,16,281,Ewout van den Berg (stim),110,108,193
1196,19,16,281,ours,109,85,159
1197,19,16,281,qiskit transpile,105,87,89
1198,19,16,281,Bravyi et al. (qiskit),90,101,150
1199,19,16,281,Ewout van den Berg (stim),113,111,194
1200,0,16,301,ours,119,117,165
1201,0,16,301,qiskit transpile,98,102,99
1202,0,16,301,Bravyi et al. (qiskit),88,96,151
1203,0,16,301,Ewout van den Berg (stim),130,105,195
1204,1,16,301,ours,111,111,168
1205,1,16,301,qiskit transpile,98,110,93
1206,1,16,301,Bravyi et al. (qiskit),97,83,149
1207,1,16,301,Ewout van den Berg (stim),114,103,199
1208,2,16,301,ours,124,112,181
1209,2,16,301,qiskit transpile,107,102,92
1210,2,16,301,Bravyi et al. (qiskit),96,83,164
1211,2,16,301,Ewout van den Berg (stim),107,101,208
1212,3,16,301,ours,101,95,169
1213,3,16,301,qiskit transpile,90,124,87
1214,3,16,301,Bravyi et al. (qiskit),78,87,142
1215,3,16,301,Ewout van den Berg (stim),107,114,199
1216,4,16,301,ours,115,92,168
1217,4,16,301,qiskit transpile,93,106,98
1218,4,16,301,Bravyi et al. (qiskit),103,103,156
1219,4,16,301,Ewout van den Berg (stim),96,84,192
1220,5,16,301,ours,115,101,160
1221,5,16,301,qiskit transpile,91,115,95
1222,5,16,301,Bravyi et al. (qiskit),82,82,143
1223,5,16,301,Ewout van den Berg (stim),125,91,183
1224,6,16,301,ours,113,81,176
1225,6,16,301,qiskit transpile,108,97,94
1226,6,16,301,Bravyi et al. (qiskit),93,108,149
1227,6,16,301,Ewout van den Berg (stim),112,86,209
1228,7,16,301,ours,104,97,167
1229,7,16,301,qiskit transpile,98,88,115
1230,7,16,301,Bravyi et al. (qiskit),88,91,160
1231,7,16,301,Ewout van den Berg (stim),120,110,193
1232,8,16,301,ours,104,88,167
1233,8,16,301,qiskit transpile,118,89,92
1234,8,16,301,Bravyi et al. (qiskit),87,83,151
1235,8,16,301,Ewout van den Berg (stim),128,98,205
1236,9,16,301,ours,110,110,172
1237,9,16,301,qiskit transpile,93,93,111
1238,9,16,301,Bravyi et al. (qiskit),86,95,150
1239,9,16,301,Ewout van den Berg (stim),123,105,195
1240,10,16,301,ours,101,103,162
1241,10,16,301,qiskit transpile,95,115,91
1242,10,16,301,Bravyi et al. (qiskit),89,95,151
1243,10,16,301,Ewout van den Berg (stim),123,109,204
1244,11,16,301,ours,104,104,167
1245,11,16,301,qiskit transpile,100,105,94
1246,11,16,301,Bravyi et al. (qiskit),79,81,152
1247,11,16,301,Ewout van den Berg (stim),105,91,196
1248,12,16,301,ours,100,99,154
1249,12,16,301,qiskit transpile,88,106,107
1250,12,16,301,Bravyi et al. (qiskit),82,89,145
1251,12,16,301,Ewout van den Berg (stim),120,109,186
1252,13,16,301,ours,124,103,167
1253,13,16,301,qiskit transpile,98,101,100
1254,13,16,301,Bravyi et al. (qiskit),87,89,152
1255,13,16,301,Ewout van den Berg (stim),123,100,198
1256,14,16,301,ours,108,96,172
1257,14,16,301,qiskit transpile,103,94,104
1258,14,16,301,Bravyi et al. (qiskit),98,96,147
1259,14,16,301,Ewout van den Berg (stim),123,97,206
1260,15,16,301,ours,109,106,162
1261,15,16,301,qiskit transpile,85,108,108
1262,15,16,301,Bravyi et al. (qiskit),95,97,141
1263,15,16,301,Ewout van den Berg (stim),121,81,205
1264,16,16,301,ours,104,96,171
1265,16,16,301,qiskit transpile,92,109,96
1266,16,16,301,Bravyi et al. (qiskit),94,107,156
1267,16,16,301,Ewout van den Berg (stim),103,95,194
1268,17,16,301,ours,120,98,176
1269,17,16,301,qiskit transpile,103,89,109
1270,17,16,301,Bravyi et al. (qiskit),89,106,155
1271,17,16,301,Ewout van den Berg (stim),122,102,205
1272,18,16,301,ours,109,100,172
1273,18,16,301,qiskit transpile,103,98,96
1274,18,16,301,Bravyi et al. (qiskit),84,95,149
1275,18,16,301,Ewout van den Berg (stim),113,88,196
1276,19,16,301,ours,118,101,166
1277,19,16,301,qiskit transpile,99,101,101
1278,19,16,301,Bravyi et al. (qiskit),104,100,153
1279,19,16,301,Ewout van den Berg (stim),122,97,196
1280,0,16,321,ours,109,94,163
1281,0,16,321,qiskit transpile,117,114,90
1282,0,16,321,Bravyi et al. (qiskit),103,105,151
1283,0,16,321,Ewout van den Berg (stim),120,110,200
1284,1,16,321,ours,105,107,168
1285,1,16,321,qiskit transpile,105,105,111
1286,1,16,321,Bravyi et al. (qiskit),71,76,143
1287,1,16,321,Ewout van den Berg (stim),108,101,203
1288,2,16,321,ours,98,95,162
1289,2,16,321,qiskit transpile,93,113,113
1290,2,16,321,Bravyi et al. (qiskit),88,107,143
1291,2,16,321,Ewout van den Berg (stim),132,84,212
1292,3,16,321,ours,104,87,179
1293,3,16,321,qiskit transpile,121,107,91
1294,3,16,321,Bravyi et al. (qiskit),80,96,149
1295,3,16,321,Ewout van den Berg (stim),122,96,194
1296,4,16,321,ours,96,99,169
1297,4,16,321,qiskit transpile,113,105,103
1298,4,16,321,Bravyi et al. (qiskit),93,92,158
1299,4,16,321,Ewout van den Berg (stim),124,110,198
1300,5,16,321,ours,106,100,166
1301,5,16,321,qiskit transpile,95,117,105
1302,5,16,321,Bravyi et al. (qiskit),100,107,154
1303,5,16,321,Ewout van den Berg (stim),100,90,201
1304,6,16,321,ours,113,110,173
1305,6,16,321,qiskit transpile,91,122,108
1306,6,16,321,Bravyi et al. (qiskit),87,86,151
1307,6,16,321,Ewout van den Berg (stim),111,107,209
1308,7,16,321,ours,116,108,171
1309,7,16,321,qiskit transpile,101,107,107
1310,7,16,321,Bravyi et al. (qiskit),101,113,159
1311,7,16,321,Ewout van den Berg (stim),106,94,204
1312,8,16,321,ours,105,98,166
1313,8,16,321,qiskit transpile,116,88,117
1314,8,16,321,Bravyi et al. (qiskit),76,100,147
1315,8,16,321,Ewout van den Berg (stim),123,111,204
1316,9,16,321,ours,104,115,163
1317,9,16,321,qiskit transpile,102,109,104
1318,9,16,321,Bravyi et al. (qiskit),76,86,141
1319,9,16,321,Ewout van den Berg (stim),122,107,189
1320,10,16,321,ours,110,97,167
1321,10,16,321,qiskit transpile,103,118,98
1322,10,16,321,Bravyi et al. (qiskit),93,93,155
1323,10,16,321,Ewout van den Berg (stim),116,114,191
1324,11,16,321,ours,117,110,159
1325,11,16,321,qiskit transpile,95,115,111
1326,11,16,321,Bravyi et al. (qiskit),95,102,155
1327,11,16,321,Ewout van den Berg (stim),103,97,206
1328,12,16,321,ours,114,103,160
1329,12,16,321,qiskit transpile,106,93,120
1330,12,16,321,Bravyi et al. (qiskit),92,98,152
1331,12,16,321,Ewout van den Berg (stim),123,96,201
1332,13,16,321,ours,101,98,174
1333,13,16,321,qiskit transpile,104,111,104
1334,13,16,321,Bravyi et al. (qiskit),78,93,155
1335,13,16,321,Ewout van den Berg (stim),117,100,202
1336,14,16,321,ours,105,115,174
1337,14,16,321,qiskit transpile,109,102,108
1338,14,16,321,Bravyi et al. (qiskit),89,103,160
1339,14,16,321,Ewout van den Berg (stim),125,98,212
1340,15,16,321,ours,118,96,174
1341,15,16,321,qiskit transpile,90,127,104
1342,15,16,321,Bravyi et al. (qiskit),102,102,160
1343,15,16,321,Ewout van den Berg (stim),121,110,197
1344,16,16,321,ours,108,119,173
1345,16,16,321,qiskit transpile,109,111,101
1346,16,16,321,Bravyi et al. (qiskit),79,88,162
1347,16,16,321,Ewout van den Berg (stim),110,101,189
1348,17,16,321,ours,109,97,161
1349,17,16,321,qiskit transpile,111,101,107
1350,17,16,321,Bravyi et al. (qiskit),95,95,152
1351,17,16,321,Ewout van den Berg (stim),120,117,213
1352,18,16,321,ours,104,106,172
1353,18,16,321,qiskit transpile,108,124,89
1354,18,16,321,Bravyi et al. (qiskit),79,98,158
1355,18,16,321,Ewout van den Berg (stim),120,94,206
1356,19,16,321,ours,114,89,179
1357,19,16,321,qiskit transpile,109,109,99
1358,19,16,321,Bravyi et al. (qiskit),89,110,152
1359,19,16,321,Ewout van den Berg (stim),123,103,195
1360,0,16,341,ours,101,104,172
1361,0,16,341,qiskit transpile,120,123,98
1362,0,16,341,Bravyi et al. (qiskit),86,90,167
1363,0,16,341,Ewout van den Berg (stim),126,116,193
1364,1,16,341,ours,102,89,171
1365,1,16,341,qiskit transpile,112,117,112
1366,1,16,341,Bravyi et al. (qiskit),90,92,151
1367,1,16,341,Ewout van den Berg (stim),110,93,206
1368,2,16,341,ours,104,86,172
1369,2,16,341,qiskit transpile,104,116,121
1370,2,16,341,Bravyi et al. (qiskit),93,98,158
1371,2,16,341,Ewout van den Berg (stim),103,99,200
1372,3,16,341,ours,106,103,172
1373,3,16,341,qiskit transpile,115,117,109
1374,3,16,341,Bravyi et al. (qiskit),87,86,155
1375,3,16,341,Ewout van den Berg (stim),108,107,193
1376,4,16,341,ours,118,94,178
1377,4,16,341,qiskit transpile,119,104,116
1378,4,16,341,Bravyi et al. (qiskit),88,88,158
1379,4,16,341,Ewout van den Berg (stim),112,98,199
1380,5,16,341,ours,112,90,162
1381,5,16,341,qiskit transpile,109,117,115
1382,5,16,341,Bravyi et al. (qiskit),90,90,156
1383,5,16,341,Ewout van den Berg (stim),101,99,198
1384,6,16,341,ours,110,105,159
1385,6,16,341,qiskit transpile,120,101,118
1386,6,16,341,Bravyi et al. (qiskit),87,100,155
1387,6,16,341,Ewout van den Berg (stim),116,95,213
1388,7,16,341,ours,113,91,168
1389,7,16,341,qiskit transpile,113,120,108
1390,7,16,341,Bravyi et al. (qiskit),77,80,153
1391,7,16,341,Ewout van den Berg (stim),111,93,205
1392,8,16,341,ours,115,109,155
1393,8,16,341,qiskit transpile,116,122,103
1394,8,16,341,Bravyi et al. (qiskit),101,92,162
1395,8,16,341,Ewout van den Berg (stim),113,92,194
1396,9,16,341,ours,104,108,174
1397,9,16,341,qiskit transpile,106,115,116
1398,9,16,341,Bravyi et al. (qiskit),89,104,164
1399,9,16,341,Ewout van den Berg (stim),90,65,195
1400,10,16,341,ours,115,112,176
1401,10,16,341,qiskit transpile,127,104,108
1402,10,16,341,Bravyi et al. (qiskit),98,95,153
1403,10,16,341,Ewout van den Berg (stim),115,84,205
1404,11,16,341,ours,114,101,177
1405,11,16,341,qiskit transpile,110,118,109
1406,11,16,341,Bravyi et al. (qiskit),86,94,143
1407,11,16,341,Ewout van den Berg (stim),125,116,184
1408,12,16,341,ours,104,104,171
1409,12,16,341,qiskit transpile,116,127,98
1410,12,16,341,Bravyi et al. (qiskit),103,107,154
1411,12,16,341,Ewout van den Berg (stim),117,103,195
1412,13,16,341,ours,107,105,172
1413,13,16,341,qiskit transpile,105,112,122
1414,13,16,341,Bravyi et al. (qiskit),106,95,160
1415,13,16,341,Ewout van den Berg (stim),101,88,196
1416,14,16,341,ours,118,104,172
1417,14,16,341,qiskit transpile,119,109,109
1418,14,16,341,Bravyi et al. (qiskit),81,90,149
1419,14,16,341,Ewout van den Berg (stim),122,108,203
1420,15,16,341,ours,104,112,158
1421,15,16,341,qiskit transpile,127,116,96
1422,15,16,341,Bravyi et al. (qiskit),92,95,154
1423,15,16,341,Ewout van den Berg (stim),122,106,211
1424,16,16,341,ours,122,114,182
1425,16,16,341,qiskit transpile,109,100,130
1426,16,16,341,Bravyi et al. (qiskit),79,92,154
1427,16,16,341,Ewout van den Berg (stim),118,107,189
1428,17,16,341,ours,104,92,158
1429,17,16,341,qiskit transpile,116,110,109
1430,17,16,341,Bravyi et al. (qiskit),84,83,162
1431,17,16,341,Ewout van den Berg (stim),114,100,196
1432,18,16,341,ours,116,111,165
1433,18,16,341,qiskit transpile,115,110,116
1434,18,16,341,Bravyi et al. (qiskit),80,96,155
1435,18,16,341,Ewout van den Berg (stim),114,99,186
1436,19,16,341,ours,98,94,170
1437,19,16,341,qiskit transpile,96,118,123
1438,19,16,341,Bravyi et al. (qiskit),87,89,149
1439,19,16,341,Ewout van den Berg (stim),108,90,198
